drugA,drugB,label
DB01396,DB00477,1
DB01363,DB00679,1
DB00182,DB00339,1
DB00752,DB13429,1
DB13323,DB00540,1
DB00370,DB00553,1
DB00933,DB00422,1
DB00726,DB13575,1
DB00540,DB01102,1
DB00370,DB00440,1
DB00540,DB04844,1
DB01175,DB11672,1
DB00370,DB00610,1
DB00950,DB14509,1
DB04871,DB08815,1
DB00606,DB14509,1
DB00850,DB13737,1
DB13555,DB01100,1
DB00363,DB13269,1
DB00395,DB01247,1
DB00422,DB00695,1
DB00752,DB12071,1
DB01576,DB06152,1
DB00313,DB00489,1
DB14063,DB00555,1
DB08962,DB00850,1
DB01156,DB00916,1
DB00477,DB04948,1
DB09068,DB13975,1
DB12781,DB01037,1
DB01175,DB01325,1
DB00656,DB00801,1
DB00477,DB00944,1
DB06264,DB01175,1
DB00912,DB01149,1
DB00656,DB12710,1
DB01045,DB00543,1
DB09128,DB01403,1
DB01100,DB00357,1
DB00831,DB01119,1
DB00370,DB00169,1
DB00458,DB00379,1
DB09456,DB00370,1
DB00408,DB01114,1
DB00555,DB04356,1
DB00477,DB11901,1
DB00734,DB13371,1
DB00555,DB00414,1
DB00421,DB00502,1
DB00477,DB08839,1
DB00623,DB01227,1
DB01238,DB06594,1
DB00543,DB11543,1
DB09472,DB00246,1
DB03575,DB00458,1
DB14063,DB14509,1
DB00502,DB01595,1
DB09125,DB00458,1
DB01037,DB00283,1
DB00850,DB09286,1
DB00721,DB00831,1
DB13405,DB00628,1
DB00322,DB01068,1
DB00726,DB13369,1
DB00752,DB00334,1
DB00476,DB01289,1
DB06016,DB01388,1
DB08815,DB05271,1
DB00540,DB06699,1
DB00334,DB01488,1
DB00334,DB11753,1
DB09015,DB01242,1
DB00215,DB12161,1
DB04888,DB14509,1
DB01238,DB00367,1
DB01100,DB00933,1
DB00555,DB00829,1
DB06216,DB13025,1
DB00540,DB11891,1
DB01576,DB11675,1
DB06016,DB04017,1
DB00371,DB01247,1
DB00726,DB01135,1
DB08815,DB00247,1
DB13878,DB01151,1
DB13324,DB00472,1
DB09244,DB01151,1
DB00404,DB06636,1
DB00734,DB00682,1
DB06016,DB00354,1
DB00363,DB06813,1
DB00738,DB00285,1
DB00476,DB11358,1
DB00289,DB06077,1
DB00422,DB11090,1
DB00540,DB01128,1
DB00462,DB00477,1
DB01267,DB14067,1
DB01238,DB01152,1
DB00289,DB12551,1
DB00182,DB06527,1
DB01359,DB01104,1
DB00543,DB08439,1
DB00502,DB05018,1
DB13550,DB14185,1
DB08840,DB00321,1
DB01068,DB09001,1
DB01151,DB06119,1
DB06691,DB00246,1
DB00831,DB00607,1
DB08916,DB01151,1
DB12070,DB01037,1
DB06684,DB13452,1
DB00829,DB08922,1
DB01576,DB00439,1
DB06216,DB13588,1
DB00656,DB00825,1
DB00679,DB11235,1
DB13331,DB08918,1
DB00344,DB04868,1
DB00285,DB00940,1
DB00246,DB00934,1
DB11979,DB06700,1
DB00176,DB00713,1
DB00829,DB08911,1
DB08815,DB13666,1
DB01068,DB13191,1
DB00344,DB12781,1
DB13941,DB00623,1
DB01238,DB09017,1
DB00757,DB01247,1
DB01149,DB12713,1
DB06016,DB13975,1
DB08918,DB00439,1
DB00334,DB01026,1
DB14185,DB04920,1
DB01397,DB00934,1
DB01247,DB13541,1
DB00370,DB06288,1
DB00997,DB01174,1
DB00806,DB01174,1
DB00334,DB01148,1
DB00628,DB01175,1
DB00334,DB01041,1
DB00182,DB09125,1
DB00313,DB09262,1
DB00370,DB13538,1
DB03783,DB00490,1
DB13196,DB01149,1
DB01018,DB13443,1
DB01238,DB01181,1
DB06212,DB00422,1
DB01156,DB01234,1
DB09161,DB01242,1
DB09236,DB06216,1
DB11507,DB01174,1
DB00774,DB00679,1
DB00555,DB13652,1
DB05542,DB08918,1
DB00623,DB05271,1
DB00628,DB06623,1
DB11780,DB09128,1
DB00477,DB00649,1
DB00759,DB00334,1
DB01149,DB00999,1
DB01174,DB00227,1
DB00285,DB09255,1
DB00434,DB01224,1
DB06228,DB00555,1
DB00408,DB12526,1
DB12752,DB08918,1
DB00726,DB00988,1
DB00726,DB01062,1
DB01068,DB09249,1
DB01050,DB00623,1
DB04833,DB00370,1
DB08815,DB13443,1
DB00555,DB13166,1
DB00344,DB00546,1
DB00437,DB01156,1
DB00182,DB00450,1
DB12071,DB14509,1
DB06282,DB14509,1
DB01156,DB01362,1
DB02234,DB08815,1
DB00215,DB12399,1
DB13778,DB06700,1
DB01144,DB00422,1
DB00475,DB00070,1
DB09330,DB00752,1
DB01242,DB06691,1
DB00477,DB11529,1
DB01623,DB13074,1
DB00363,DB06512,1
DB01340,DB00734,1
DB06684,DB13759,1
DB09068,DB09324,1
DB00344,DB04888,1
DB01037,DB01626,1
DB00477,DB01060,1
DB14185,DB01221,1
DB01156,DB13676,1
DB01037,DB00686,1
DB06016,DB00715,1
DB00715,DB00065,1
DB00370,DB00778,1
DB00422,DB01182,1
DB06726,DB01037,1
DB00529,DB01018,1
DB00623,DB02852,1
DB01529,DB00182,1
DB06700,DB00622,1
DB09239,DB00433,1
DB00344,DB13211,1
DB01151,DB00625,1
DB01156,DB13234,1
DB00887,DB01068,1
DB01149,DB06211,1
DB01151,DB01054,1
DB01174,DB00881,1
DB04898,DB00726,1
DB00704,DB01165,1
DB06529,DB09128,1
DB11549,DB00472,1
DB08882,DB06700,1
DB12531,DB00540,1
DB06725,DB00628,1
DB12268,DB00246,1
DB01156,DB09210,1
DB00822,DB00261,1
DB01080,DB01174,1
DB00366,DB08918,1
DB12693,DB00176,1
DB01168,DB06700,1
DB00321,DB09046,1
DB01247,DB00808,1
DB00482,DB00831,1
DB06204,DB01623,1
DB00458,DB09307,1
DB00502,DB00068,1
DB00757,DB00715,1
DB00408,DB00579,1
DB00321,DB04581,1
DB00540,DB11383,1
DB00499,DB00477,1
DB01224,DB12086,1
DB00850,DB01547,1
DB00734,DB00627,1
DB01320,DB01175,1
DB06216,DB12445,1
DB13956,DB00344,1
DB00285,DB00009,1
DB01068,DB13099,1
DB00404,DB15444,1
DB01099,DB01156,1
DB00321,DB09480,1
DB01267,DB09286,1
DB06016,DB01012,1
DB13114,DB00176,1
DB01100,DB00487,1
DB00182,DB13873,1
DB00334,DB13351,1
DB13778,DB00502,1
DB08815,DB00365,1
DB00231,DB00313,1
DB00313,DB04165,1
DB00422,DB13801,1
DB01014,DB01037,1
DB00313,DB09254,1
DB04946,DB06016,1
DB00977,DB00831,1
DB00734,DB08981,1
DB01100,DB00625,1
DB00216,DB14509,1
DB00734,DB09220,1
DB00490,DB13703,1
DB13001,DB01224,1
DB00474,DB06216,1
DB09564,DB01267,1
DB01242,DB04911,1
DB00445,DB01623,1
DB00704,DB01548,1
DB00831,DB00497,1
DB00726,DB01120,1
DB09053,DB00182,1
DB00284,DB00477,1
DB12406,DB00831,1
DB01247,DB06203,1
DB01218,DB00433,1
DB00273,DB01156,1
DB00850,DB01171,1
DB00475,DB06787,1
DB00822,DB00446,1
DB01151,DB00934,1
DB00623,DB01409,1
DB00321,DB13720,1
DB13946,DB14185,1
DB01238,DB13503,1
DB01068,DB00394,1
DB00490,DB00187,1
DB00370,DB09083,1
DB00359,DB00477,1
DB01100,DB01248,1
DB12927,DB00215,1
DB09013,DB00477,1
DB00490,DB13950,1
DB00540,DB13956,1
DB00726,DB01484,1
DB01238,DB06788,1
DB00477,DB00973,1
DB00555,DB12229,1
DB00321,DB06233,1
DB01247,DB05227,1
DB14126,DB00458,1
DB06700,DB13358,1
DB01224,DB09300,1
DB01136,DB00182,1
DB00829,DB09281,1
DB13733,DB00543,1
DB09039,DB00334,1
DB00752,DB11156,1
DB12231,DB00215,1
DB01224,DB00462,1
DB12951,DB00656,1
DB00906,DB01618,1
DB01065,DB06684,1
DB09128,DB13703,1
DB11919,DB01242,1
DB00490,DB06694,1
DB06016,DB08992,1
DB13499,DB06700,1
DB00433,DB01567,1
DB00384,DB00176,1
DB00743,DB01018,1
DB09071,DB01037,1
DB06077,DB09252,1
DB09128,DB00501,1
DB01224,DB01625,1
DB12278,DB01576,1
DB00696,DB14509,1
DB14185,DB00622,1
DB02901,DB01267,1
DB01238,DB13003,1
DB00439,DB00623,1
DB04946,DB01149,1
DB00726,DB11859,1
DB00628,DB12867,1
DB06077,DB00396,1
DB07954,DB00176,1
DB00726,DB01495,1
DB01255,DB01419,1
DB14185,DB00381,1
DB00734,DB01104,1
DB01063,DB14509,1
DB00690,DB01149,1
DB01594,DB00540,1
DB00334,DB00613,1
DB09248,DB00726,1
DB11614,DB00404,1
DB00540,DB12163,1
DB04868,DB00433,1
DB14057,DB00734,1
DB08865,DB00344,1
DB01018,DB13145,1
DB09068,DB13955,1
DB06077,DB00852,1
DB00344,DB00927,1
DB01238,DB01595,1
DB06016,DB01611,1
DB00433,DB09071,1
DB08936,DB01267,1
DB01151,DB01156,1
DB01238,DB01011,1
DB00726,DB00207,1
DB14185,DB01169,1
DB00370,DB13546,1
DB01247,DB09292,1
DB00540,DB01618,1
DB00850,DB13225,1
DB09068,DB12395,1
DB01048,DB01156,1
DB01002,DB01156,1
DB00502,DB09250,1
DB01106,DB01267,1
DB00540,DB00598,1
DB00477,DB00556,1
DB06684,DB00898,1
DB00829,DB04017,1
DB09252,DB01175,1
DB01104,DB08811,1
DB01018,DB06660,1
DB00344,DB00842,1
DB00285,DB00327,1
DB00758,DB00555,1
DB01255,DB01005,1
DB00047,DB01175,1
DB00679,DB01202,1
DB00344,DB06699,1
DB00176,DB11730,1
DB00656,DB00679,1
DB00246,DB01405,1
DB00246,DB13507,1
DB00354,DB01100,1
DB02134,DB01151,1
DB06506,DB00623,1
DB00543,DB00030,1
DB00614,DB00704,1
DB01247,DB00182,1
DB00377,DB01238,1
DB00182,DB00350,1
DB01068,DB01218,1
DB08815,DB08991,1
DB00502,DB08873,1
DB00344,DB01566,1
DB01565,DB01104,1
DB01104,DB09272,1
DB00726,DB00280,1
DB01351,DB06700,1
DB00313,DB00940,1
DB01037,DB00887,1
DB01247,DB01623,1
DB00822,DB00283,1
DB11757,DB00623,1
DB01172,DB01018,1
DB06684,DB00310,1
DB01156,DB01433,1
DB00656,DB04872,1
DB00334,DB06700,1
DB00321,DB13495,1
DB00404,DB09383,1
DB01018,DB01356,1
DB01297,DB01175,1
DB00327,DB14185,1
DB00334,DB13984,1
DB09128,DB00177,1
DB00997,DB00472,1
DB00321,DB13575,1
DB04690,DB00285,1
DB00832,DB01247,1
DB00490,DB09472,1
DB13449,DB00246,1
DB00313,DB11675,1
DB01438,DB00404,1
DB06710,DB14509,1
DB00476,DB00685,1
DB00395,DB00934,1
DB00472,DB06406,1
DB00656,DB00497,1
DB00829,DB08964,1
DB08992,DB00679,1
DB00353,DB01037,1
DB00555,DB01087,1
DB01175,DB01225,1
DB00831,DB13766,1
DB01018,DB06684,1
DB06153,DB00477,1
DB14185,DB13633,1
DB00321,DB00678,1
DB00176,DB14186,1
DB00537,DB00408,1
DB00490,DB12952,1
DB14575,DB00422,1
DB13675,DB00623,1
DB00215,DB00520,1
DB01149,DB00425,1
DB01267,DB01089,1
DB14684,DB01224,1
DB00628,DB09286,1
DB00366,DB01238,1
DB01590,DB00408,1
DB01144,DB00476,1
DB12531,DB00934,1
DB00850,DB05990,1
DB00433,DB00503,1
DB00831,DB12035,1
DB01068,DB00779,1
DB01037,DB00005,1
DB00555,DB08916,1
DB01174,DB00715,1
DB01018,DB00586,1
DB04829,DB01156,1
DB00477,DB11390,1
DB01175,DB01306,1
DB00321,DB01175,1
DB04836,DB00370,1
DB00794,DB00363,1
DB13605,DB00472,1
DB00829,DB00615,1
DB00726,DB08936,1
DB00422,DB01454,1
DB00246,DB00804,1
DB01068,DB02377,1
DB00344,DB04876,1
DB00285,DB11511,1
DB00458,DB00494,1
DB00829,DB11642,1
DB00477,DB09264,1
DB00370,DB12093,1
DB00327,DB09068,1
DB06678,DB00752,1
DB01100,DB00068,1
DB00472,DB00569,1
DB00182,DB13532,1
DB00216,DB00623,1
DB00715,DB00001,1
DB00822,DB02178,1
DB11742,DB06700,1
DB13070,DB01576,1
DB00544,DB01224,1
DB09128,DB00679,1
DB06605,DB00246,1
DB00313,DB06527,1
DB00477,DB11755,1
DB00433,DB11609,1
DB01068,DB06705,1
DB00960,DB01156,1
DB00321,DB01698,1
DB06155,DB00477,1
DB00543,DB00489,1
DB12783,DB08815,1
DB00292,DB01018,1
DB01149,DB01142,1
DB08918,DB01041,1
DB00933,DB00285,1
DB00344,DB13624,1
DB08877,DB09068,1
DB01426,DB00679,1
DB01378,DB00934,1
DB00321,DB09013,1
DB00477,DB00623,1
DB00246,DB05258,1
DB00656,DB00334,1
DB13629,DB00476,1
DB00829,DB00744,1
DB00571,DB08918,1
DB00370,DB13481,1
DB01238,DB00383,1
DB00694,DB01149,1
DB00315,DB00829,1
DB00477,DB00895,1
DB00458,DB15317,1
DB00543,DB06637,1
DB06016,DB13523,1
DB00334,DB10676,1
DB09317,DB00321,1
DB01018,DB01354,1
DB01104,DB09029,1
DB00546,DB01149,1
DB00344,DB13251,1
DB01242,DB12229,1
DB00734,DB13514,1
DB01009,DB01068,1
DB00433,DB01406,1
DB00363,DB09225,1
DB00752,DB11640,1
DB01255,DB06704,1
DB00734,DB00444,1
DB14185,DB00195,1
DB13314,DB01151,1
DB01247,DB00940,1
DB01267,DB09256,1
DB13634,DB00176,1
DB00831,DB00105,1
DB01151,DB01364,1
DB11273,DB00831,1
DB02703,DB00502,1
DB01623,DB08912,1
DB00433,DB00426,1
DB09080,DB00829,1
DB09202,DB00334,1
DB00628,DB01247,1
DB11130,DB00404,1
DB04599,DB06016,1
DB00334,DB12111,1
DB00334,DB00393,1
DB00422,DB01222,1
DB01156,DB11691,1
DB01618,DB00781,1
DB00344,DB09229,1
DB13461,DB00422,1
DB11830,DB06216,1
DB06737,DB00555,1
DB00829,DB13648,1
DB09128,DB06819,1
DB00555,DB13606,1
DB13955,DB01267,1
DB00433,DB14719,1
DB00468,DB01149,1
DB01623,DB06825,1
DB01238,DB12174,1
DB00833,DB00502,1
DB09068,DB00390,1
DB04356,DB00850,1
DB00831,DB00448,1
DB00422,DB00310,1
DB00341,DB00715,1
DB01576,DB00695,1
DB00726,DB00335,1
DB06506,DB00215,1
DB00404,DB14568,1
DB00244,DB00363,1
DB00237,DB01068,1
DB12313,DB00850,1
DB00540,DB09238,1
DB00285,DB01275,1
DB00543,DB00771,1
DB01264,DB01151,1
DB11903,DB01149,1
DB00718,DB00404,1
DB00934,DB00188,1
DB00628,DB06335,1
DB08815,DB12245,1
DB00285,DB06660,1
DB00502,DB12174,1
DB00726,DB01217,1
DB06684,DB01241,1
DB00555,DB08905,1
DB00477,DB00169,1
DB00540,DB01555,1
DB01246,DB14185,1
DB00831,DB14094,1
DB00370,DB13678,1
DB01537,DB06216,1
DB12161,DB01255,1
DB00477,DB00412,1
DB00502,DB00060,1
DB04957,DB00829,1
DB01037,DB12537,1
DB00207,DB00476,1
DB14503,DB00334,1
DB00831,DB00657,1
DB00363,DB05607,1
DB00404,DB13357,1
DB01151,DB00845,1
DB13875,DB00458,1
DB00433,DB00243,1
DB09068,DB09325,1
DB00970,DB00502,1
DB08815,DB12092,1
DB03604,DB00850,1
DB01242,DB05232,1
DB01174,DB01093,1
DB00543,DB08907,1
DB06203,DB01238,1
DB13316,DB00458,1
DB00176,DB00339,1
DB01224,DB12395,1
DB00668,DB00555,1
DB01359,DB06684,1
DB08815,DB13345,1
DB06700,DB09043,1
DB04946,DB00502,1
DB13879,DB01242,1
DB00408,DB14672,1
DB00573,DB01068,1
DB00176,DB13082,1
DB12890,DB08815,1
DB14185,DB09239,1
DB00321,DB00796,1
DB01242,DB15203,1
DB01544,DB01174,1
DB13829,DB00422,1
DB06626,DB00679,1
DB00458,DB08810,1
DB11338,DB01242,1
DB12371,DB00433,1
DB00543,DB00343,1
DB00555,DB04821,1
DB09242,DB00543,1
DB00708,DB01623,1
DB00820,DB00543,1
DB12474,DB00363,1
DB01156,DB08794,1
DB08918,DB00562,1
DB01100,DB13754,1
DB06715,DB01149,1
DB01151,DB08953,1
DB01005,DB00477,1
DB00623,DB12883,1
DB01082,DB01267,1
DB01156,DB01231,1
DB06654,DB14509,1
DB04840,DB00334,1
DB00401,DB09068,1
DB06334,DB00215,1
DB13679,DB00363,1
DB09128,DB13166,1
DB00555,DB06800,1
DB01151,DB01021,1
DB00370,DB01064,1
DB00684,DB00363,1
DB00860,DB00715,1
DB00822,DB08972,1
DB00497,DB08815,1
DB06077,DB12958,1
DB00701,DB01037,1
DB01242,DB01029,1
DB00490,DB01087,1
DB09194,DB01151,1
DB01224,DB01042,1
DB06016,DB01410,1
DB00656,DB01084,1
DB01175,DB05676,1
DB00408,DB11477,1
DB00540,DB11586,1
DB00405,DB01156,1
DB00656,DB09039,1
DB06016,DB12590,1
DB11824,DB06216,1
DB00404,DB14033,1
DB01224,DB13213,1
DB00422,DB00900,1
DB11278,DB01238,1
DB00700,DB00334,1
DB01104,DB01624,1
DB00787,DB00363,1
DB01238,DB00888,1
DB01576,DB02703,1
DB00313,DB12958,1
DB09089,DB00313,1
DB01135,DB08815,1
DB01556,DB00477,1
DB01238,DB00530,1
DB00540,DB11699,1
DB11540,DB00656,1
DB09570,DB00472,1
DB13374,DB01018,1
DB00934,DB00677,1
DB00861,DB01247,1
DB00404,DB09481,1
DB00540,DB00767,1
DB00747,DB01068,1
DB00628,DB09225,1
DB01192,DB00334,1
DB01623,DB09068,1
DB00555,DB00209,1
DB13941,DB00850,1
DB00833,DB01068,1
DB00285,DB06160,1
DB01553,DB00543,1
DB12174,DB00472,1
DB00726,DB12725,1
DB01623,DB13652,1
DB00289,DB00843,1
DB00159,DB01149,1
DB01601,DB00215,1
DB01104,DB09154,1
DB00176,DB00782,1
DB00394,DB01037,1
DB00726,DB12111,1
DB00540,DB00977,1
DB00543,DB09223,1
DB00726,DB09049,1
DB08940,DB00490,1
DB01413,DB00182,1
DB14185,DB11951,1
DB01065,DB01068,1
DB00422,DB00610,1
DB00193,DB01174,1
DB00370,DB04956,1
DB01618,DB13403,1
DB00477,DB04877,1
DB01094,DB00831,1
DB01151,DB00763,1
DB00313,DB02852,1
DB00541,DB00543,1
DB00657,DB01149,1
DB09068,DB11156,1
DB06480,DB00334,1
DB11995,DB08918,1
DB06700,DB00816,1
DB01174,DB01234,1
DB01547,DB01037,1
DB00363,DB01203,1
DB00476,DB13500,1
DB01238,DB14633,1
DB00565,DB01224,1
DB00321,DB12489,1
DB13246,DB00476,1
DB13286,DB00321,1
DB05246,DB01242,1
DB00788,DB01224,1
DB01623,DB13546,1
DB00285,DB11891,1
DB06510,DB00313,1
DB01151,DB14669,1
DB00463,DB01267,1
DB00500,DB01255,1
DB01576,DB00275,1
DB06579,DB09128,1
DB14507,DB00623,1
DB00831,DB00624,1
DB01174,DB00527,1
DB09128,DB12229,1
DB00555,DB14010,1
DB01156,DB09123,1
DB00477,DB12523,1
DB11903,DB01018,1
DB01156,DB11085,1
DB01037,DB12319,1
DB01553,DB00656,1
DB06216,DB13722,1
DB01618,DB06144,1
DB01247,DB01600,1
DB11582,DB00715,1
DB00472,DB06335,1
DB01104,DB00712,1
DB00363,DB11477,1
DB00543,DB11455,1
DB12007,DB00321,1
DB00586,DB06684,1
DB09311,DB00555,1
DB00715,DB00942,1
DB00752,DB06706,1
DB06735,DB06016,1
DB00555,DB01117,1
DB00408,DB01191,1
DB00555,DB00276,1
DB09202,DB00679,1
DB00543,DB00652,1
DB01100,DB13554,1
DB00480,DB00477,1
DB00344,DB04599,1
DB00404,DB00657,1
DB01104,DB13522,1
DB00351,DB01156,1
DB00628,DB13396,1
DB00861,DB01037,1
DB00285,DB05099,1
DB01100,DB00422,1
DB00490,DB01029,1
DB01352,DB01151,1
DB00628,DB01337,1
DB00696,DB01037,1
DB00726,DB08940,1
DB06458,DB01175,1
DB00426,DB00752,1
DB00246,DB00542,1
DB01576,DB08904,1
DB00882,DB00176,1
DB00285,DB11889,1
DB01238,DB12327,1
DB00774,DB14509,1
DB00285,DB00722,1
DB01242,DB01594,1
DB00918,DB00752,1
DB00408,DB01551,1
DB01576,DB00017,1
DB00363,DB11376,1
DB00628,DB09076,1
DB06403,DB01151,1
DB00849,DB01224,1
DB13253,DB00540,1
DB01104,DB06412,1
DB01242,DB00783,1
DB00306,DB01242,1
DB01068,DB09046,1
DB00802,DB00334,1
DB01497,DB08815,1
DB00715,DB06288,1
DB01174,DB01595,1
DB00486,DB00370,1
DB09483,DB00704,1
DB06770,DB01104,1
DB01023,DB00490,1
DB00368,DB00934,1
DB14043,DB01576,1
DB00623,DB06109,1
DB13508,DB00476,1
DB00502,DB01133,1
DB01547,DB01149,1
DB00404,DB00997,1
DB01327,DB01149,1
DB00952,DB00850,1
DB01151,DB06704,1
DB01140,DB00490,1
DB00334,DB00697,1
DB00422,DB01563,1
DB00726,DB01240,1
DB00182,DB11582,1
DB00599,DB00422,1
DB06684,DB01016,1
DB11127,DB00321,1
DB00726,DB00332,1
DB01238,DB12833,1
DB12930,DB00734,1
DB06016,DB00266,1
DB01151,DB12110,1
DB05232,DB06700,1
DB01255,DB00401,1
DB09053,DB00734,1
DB00490,DB00163,1
DB08918,DB09280,1
DB01068,DB14651,1
DB00286,DB09068,1
DB01255,DB08981,1
DB00680,DB00679,1
DB00047,DB00477,1
DB00422,DB06190,1
DB00344,DB13136,1
DB00476,DB00465,1
DB00371,DB00408,1
DB01227,DB14509,1
DB05541,DB00752,1
DB01009,DB00182,1
DB01204,DB01242,1
DB06077,DB14185,1
DB00555,DB01259,1
DB00404,DB06554,1
DB00605,DB01156,1
DB14542,DB01267,1
DB02568,DB00477,1
DB01610,DB01242,1
DB00829,DB08844,1
DB09413,DB00246,1
DB01623,DB00781,1
DB00221,DB00363,1
DB00829,DB00608,1
DB00543,DB01409,1
DB01238,DB00421,1
DB00475,DB13507,1
DB05316,DB14185,1
DB01414,DB00321,1
DB12576,DB01104,1
DB01611,DB00246,1
DB00540,DB05316,1
DB00734,DB01281,1
DB00477,DB01083,1
DB00623,DB11699,1
DB00555,DB00789,1
DB09456,DB00321,1
DB01037,DB12576,1
DB01267,DB13703,1
DB08893,DB01255,1
DB06016,DB13352,1
DB00344,DB13783,1
DB00182,DB00178,1
DB00543,DB00316,1
DB08918,DB11767,1
DB06702,DB00477,1
DB00344,DB00402,1
DB00734,DB09190,1
DB00656,DB11154,1
DB00285,DB00204,1
DB11785,DB00715,1
DB01223,DB01149,1
DB00698,DB01156,1
DB06684,DB01246,1
DB01255,DB06282,1
DB00205,DB00831,1
DB00934,DB00674,1
DB00704,DB00334,1
DB00679,DB13648,1
DB00235,DB01149,1
DB01224,DB00422,1
DB00321,DB11783,1
DB01149,DB07615,1
DB00623,DB09117,1
DB00344,DB01208,1
DB06077,DB08811,1
DB11455,DB01156,1
DB01623,DB04872,1
DB00366,DB00285,1
DB00433,DB00624,1
DB00555,DB00591,1
DB00334,DB11986,1
DB03615,DB00404,1
DB00321,DB11952,1
DB00734,DB13323,1
DB00370,DB11124,1
DB11587,DB00321,1
DB01174,DB12364,1
DB06216,DB00924,1
DB00422,DB00968,1
DB14713,DB00490,1
DB01149,DB14509,1
DB13662,DB00370,1
DB08890,DB00934,1
DB00656,DB00616,1
DB06535,DB00850,1
DB00430,DB00422,1
DB12704,DB01224,1
DB00502,DB00611,1
DB13950,DB08815,1
DB00934,DB01060,1
DB01289,DB01238,1
DB01100,DB00394,1
DB08329,DB14509,1
DB01359,DB00215,1
DB13178,DB00321,1
DB05607,DB01104,1
DB14185,DB00966,1
DB00433,DB00954,1
DB06684,DB04911,1
DB14185,DB00635,1
DB00555,DB12427,1
DB00601,DB01267,1
DB06590,DB08918,1
DB01104,DB00022,1
DB01100,DB05542,1
DB00285,DB13420,1
DB01255,DB13634,1
DB08918,DB00745,1
DB00475,DB09246,1
DB09001,DB00370,1
DB00321,DB11901,1
DB01174,DB01041,1
DB00370,DB00628,1
DB01151,DB09200,1
DB00182,DB00463,1
DB00540,DB01059,1
DB00604,DB08918,1
DB08815,DB13777,1
DB00540,DB12766,1
DB01224,DB05223,1
DB00543,DB14217,1
DB00370,DB01074,1
DB00759,DB01151,1
DB00188,DB00176,1
DB14011,DB00458,1
DB00422,DB00753,1
DB06700,DB08997,1
DB09217,DB14185,1
DB06402,DB08918,1
DB13501,DB01224,1
DB11952,DB00313,1
DB03825,DB00408,1
DB00731,DB00246,1
DB00341,DB01156,1
DB01587,DB01623,1
DB00457,DB01156,1
DB00370,DB00325,1
DB00150,DB00850,1
DB01238,DB01466,1
DB00313,DB09383,1
DB00476,DB00407,1
DB06684,DB13577,1
DB00476,DB09209,1
DB00246,DB13410,1
DB00683,DB00472,1
DB00502,DB11901,1
DB00424,DB01242,1
DB01295,DB00433,1
DB13778,DB00285,1
DB00734,DB00940,1
DB14737,DB00246,1
DB09084,DB00476,1
DB08981,DB00934,1
DB00656,DB14633,1
DB00363,DB01202,1
DB11412,DB00313,1
DB00656,DB00159,1
DB12480,DB14509,1
DB09020,DB00334,1
DB00625,DB01247,1
DB00983,DB00215,1
DB08918,DB00082,1
DB11640,DB01175,1
DB11448,DB00433,1
DB00042,DB06216,1
DB00672,DB00472,1
DB12590,DB00934,1
DB01352,DB09068,1
DB00623,DB00831,1
DB00422,DB09203,1
DB00938,DB08815,1
DB01224,DB00520,1
DB00363,DB13943,1
DB01174,DB00469,1
DB00934,DB04836,1
DB06401,DB00321,1
DB00829,DB01623,1
DB00182,DB11095,1
DB00831,DB06413,1
DB00433,DB00640,1
DB09068,DB00400,1
DB01104,DB04829,1
DB01254,DB00363,1
DB14500,DB00477,1
DB00356,DB00734,1
DB00363,DB00911,1
DB01224,DB00696,1
DB04871,DB00363,1
DB00313,DB00953,1
DB00863,DB00831,1
DB01242,DB09351,1
DB00557,DB00344,1
DB00312,DB00408,1
DB00363,DB01645,1
DB06691,DB09128,1
DB06334,DB06216,1
DB01037,DB12092,1
DB01623,DB00263,1
DB08942,DB00182,1
DB00656,DB13766,1
DB01401,DB08815,1
DB01174,DB00022,1
DB09215,DB00628,1
DB00652,DB00555,1
DB00182,DB06268,1
DB01459,DB08815,1
DB00708,DB00476,1
DB00829,DB09082,1
DB00363,DB13402,1
DB01247,DB08841,1
DB01242,DB05812,1
DB00182,DB01594,1
DB00176,DB01072,1
DB00623,DB01200,1
DB00476,DB00940,1
DB00818,DB01175,1
DB01068,DB01242,1
DB00476,DB00011,1
DB00182,DB00937,1
DB01156,DB11732,1
DB00458,DB00245,1
DB11581,DB00176,1
DB00752,DB12725,1
DB00787,DB00321,1
DB01216,DB00313,1
DB13867,DB00408,1
DB00182,DB00024,1
DB06738,DB01037,1
DB00540,DB05271,1
DB01267,DB00765,1
DB08815,DB13324,1
DB14509,DB01418,1
DB01186,DB01104,1
DB00757,DB01255,1
DB06201,DB00934,1
DB00706,DB00850,1
DB01242,DB05676,1
DB06769,DB00246,1
DB00046,DB08918,1
DB00366,DB00715,1
DB00477,DB00628,1
DB00334,DB13949,1
DB00370,DB11664,1
DB01174,DB04827,1
DB00493,DB00490,1
DB00435,DB09068,1
DB01238,DB00051,1
DB00540,DB13783,1
DB13837,DB14509,1
DB01224,DB13791,1
DB00837,DB00623,1
DB01018,DB09231,1
DB01238,DB00263,1
DB00208,DB01267,1
DB00540,DB11805,1
DB00555,DB11699,1
DB01068,DB01226,1
DB01576,DB09223,1
DB01151,DB13374,1
DB01018,DB01221,1
DB00590,DB01267,1
DB13455,DB00822,1
DB00852,DB01255,1
DB00476,DB00621,1
DB01219,DB00715,1
DB00458,DB01445,1
DB00182,DB00993,1
DB09242,DB00831,1
DB00681,DB00321,1
DB01100,DB11235,1
